Timestamp,FRUITS_VEGGIES,DAILY_STRESS,PLACES_VISITED,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,DONATION,BMI_RANGE,TODO_COMPLETED,FLOW,DAILY_STEPS,LIVE_VISION,SLEEP_HOURS,LOST_VACATION,DAILY_SHOUTING,SUFFICIENT_INCOME,PERSONAL_AWARDS,TIME_FOR_PASSION,WEEKLY_MEDITATION,AGE,GENDER,WORK_LIFE_BALANCE_SCORE
4/12/20 22:12,5,1,9,8,1,3,4,2,2,8,7,10,3,7,0,1,2,3,1,5,21 to 35,Male,715.8917664837905
4/12/20 22:54,5,1,3,4,4,3,2,4,1,4,0,2,0,10,0,0,2,5,2,8,51 or more,Female,671.796658306957
4/13/20 4:20,5,3,8,8,6,7,2,2,1,6,1,6,3,5,7,4,2,2,1,8,51 or more,Female,653.6189945057672
4/13/20 4:24,4,3,5,5,6,5,6,2,2,7,1,8,5,7,0,7,2,7,2,6,51 or more,Female,688.1324285634701
4/13/20 6:38,3,4,8,10,1,10,5,1,1,8,5,10,1,7,10,1,2,3,2,5,36 to 50,Female,675.4957925179094
4/13/20 10:26,5,3,10,10,10,10,5,5,1,5,4,8,4,6,0,1,2,6,1,2,21 to 35,Female,730.9234036704456
4/13/20 10:29,5,3,10,10,10,10,6,5,1,5,3,8,4,6,0,1,2,6,1,2,21 to 35,Female,726.9884467518748
4/13/20 10:56,2,2,5,2,10,10,3,0,1,6,8,7,4,7,4,6,2,4,1,2,36 to 50,Female,634.6508227829505
4/13/20 10:56,2,5,4,4,10,10,10,5,1,7,3,1,5,6,5,5,2,10,1,10,51 or more,Female,703.9666656367644
4/13/20 12:41,3,4,1,1,2,2,3,3,2,3,1,4,4,4,2,4,1,1,3,3,21 to 35,Male,574.3811833119323
4/13/20 13:26,4,2,5,9,10,3,2,1,2,4,1,1,2,6,0,0,2,8,8,7,51 or more,Female,675.8158904103612
4/13/20 13:30,4,3,10,10,3,3,1,1,1,7,5,3,5,7,3,0,2,10,10,7,21 to 35,Male,706.701549627371
4/13/20 13:38,2,1,4,5,5,4,2,5,2,8,1,3,10,8,0,1,2,5,4,5,36 to 50,Female,673.7781212274045
4/13/20 20:46,5,3,5,6,3,4,10,5,1,10,6,10,10,7,0,2,2,10,6,10,51 or more,Female,751.28814013515
4/13/20 21:52,4,3,2,1,4,10,1,2,1,7,6,9,1,5,0,3,2,10,1,10,51 or more,Male,678.1533681058073
4/13/20 22:04,2,4,1,5,10,5,4,1,2,5,1,1,0,6,0,2,2,2,2,5,36 to 50,Female,611.0374668605359
4/14/20 12:52,4,4,10,10,5,3,7,5,2,9,2,5,2,6,10,1,1,9,9,4,36 to 50,Female,653.0030728871762
4/14/20 13:10,2,2,2,4,3,5,1,5,1,2,1,7,6,7,0,2,1,2,2,7,21 to 35,Male,681.0710222461665
4/14/20 15:16,1,2,1,3,1,1,3,0,1,0,3,1,0,5,0,1,2,3,1,10,21 to 35,Male,630.4920563135917
4/14/20 15:35,1,4,10,10,10,10,3,5,2,8,9,3,3,4,6,0,2,10,8,1,36 to 50,Female,702.2590632190733
4/14/20 18:16,2,2,3,5,2,2,3,3,1,7,1,9,1,8,0,1,2,10,2,9,21 to 35,Female,680.1363448961035
4/14/20 19:44,2,4,10,3,2,3,10,5,1,3,2,10,0,5,0,3,1,4,1,4,21 to 35,Female,647.0007489316674
4/14/20 20:43,1,1,10,8,10,10,3,0,1,9,2,5,3,8,0,1,2,3,10,4,21 to 35,Female,678.3726853827942
4/14/20 21:18,2,1,3,6,0,4,3,0,1,4,3,2,10,10,10,2,1,0,4,10,21 to 35,Male,633.8637547093665
4/15/20 7:36,2,3,8,7,6,9,4,5,1,7,2,4,2,7,0,3,2,8,3,7,21 to 35,Female,700.0401299129878
4/15/20 8:34,5,3,1,3,2,8,6,1,1,1,0,4,10,7,10,2,1,5,0,2,21 to 35,Female,619.7027241478935
4/15/20 11:10,5,1,1,6,2,2,3,2,1,9,10,6,7,9,0,3,2,3,10,10,21 to 35,Male,710.5127171278714
4/15/20 12:00,2,1,3,3,3,5,2,2,1,7,6,8,8,7,0,0,2,4,3,8,Less than 20,Male,710.3746392111011
4/15/20 16:14,5,3,10,10,10,10,10,5,1,7,10,10,5,7,0,1,2,10,10,10,36 to 50,Male,787.7440585493815
4/15/20 18:56,5,4,10,7,3,4,3,1,1,8,2,10,0,8,0,0,2,10,2,6,36 to 50,Female,691.0417659633888
4/15/20 21:43,3,5,1,5,10,10,5,5,2,1,1,4,0,8,3,2,2,10,1,5,36 to 50,Female,649.6714645656317
4/16/20 0:36,2,1,8,10,6,4,4,2,1,3,2,2,1,9,1,2,2,5,0,10,21 to 35,Male,659.3961850888824
4/16/20 0:41,2,1,8,10,6,4,5,2,1,3,2,2,2,9,1,2,2,6,1,10,21 to 35,Male,694.7877795761447
4/16/20 10:47,2,4,5,6,10,10,5,4,1,4,3,6,4,10,0,1,1,5,0,3,Less than 20,Female,680.7187299077453
4/16/20 11:16,2,4,7,6,10,6,1,5,1,9,6,8,4,6,5,1,2,5,2,10,51 or more,Female,702.8231881915266
4/16/20 12:36,2,3,2,4,2,10,3,3,2,6,0,6,2,8,2,2,2,4,0,3,21 to 35,Female,634.7143133359169
4/16/20 17:58,1,5,10,10,2,5,1,0,1,2,1,5,5,7,4,5,2,10,2,7,21 to 35,Male,664.9503776787268
4/16/20 18:44,2,3,4,10,5,10,4,1,1,5,3,10,2,8,5,0,1,5,1,3,21 to 35,Female,638.5078139290107
4/16/20 20:37,2,2,8,6,2,10,7,3,1,7,3,7,1,8,0,1,2,5,4,10,21 to 35,Male,711.4906936447442
4/17/20 1:02,0,0,0,5,0,1,0,0,2,2,0,1,0,8,10,6,1,1,0,10,36 to 50,Female,562.8847670678516
4/17/20 2:56,2,4,2,5,2,10,1,2,2,1,5,2,0,6,0,3,2,6,3,3,36 to 50,Female,620.3768589244071
4/17/20 5:10,2,2,0,2,1,2,3,0,2,2,4,8,0,6,3,3,1,0,3,7,51 or more,Female,556.6514359263005
4/17/20 5:44,2,1,9,4,3,4,8,2,2,7,5,4,1,7,0,4,2,5,5,10,Less than 20,Female,662.6877892645772
4/17/20 6:07,5,3,5,5,4,7,6,1,1,10,3,7,2,7,5,1,2,10,3,5,21 to 35,Female,691.9137490692799
4/17/20 10:50,5,3,10,10,10,10,3,5,1,8,2,5,2,7,0,5,2,5,2,7,51 or more,Female,719.8252672327316
4/17/20 11:56,2,3,5,3,3,4,2,2,1,1,0,10,0,8,5,2,1,2,0,3,21 to 35,Female,582.9797934428818
4/17/20 15:42,4,3,4,5,7,6,4,2,2,1,2,7,0,7,1,4,1,10,1,5,51 or more,Male,627.99813640664
4/17/20 19:46,5,5,1,0,0,4,0,0,1,1,0,3,0,6,10,0,1,2,0,7,51 or more,Male,546.7781045188755
4/18/20 6:40,5,1,10,5,4,4,5,1,1,6,5,5,3,9,0,2,2,4,1,10,21 to 35,Female,691.4300852140069
4/18/20 11:50,4,0,10,3,3,5,5,0,1,0,0,10,0,8,0,0,2,6,0,10,21 to 35,Female,678.0840140118994
4/19/20 2:43,3,2,10,9,8,10,10,5,1,6,6,5,5,7,2,7,2,5,8,5,51 or more,Female,726.4542800159069
4/19/20 5:23,4,4,8,5,2,6,8,2,1,10,1,2,8,8,0,2,2,9,2,7,21 to 35,Female,694.6532569588472
4/19/20 5:31,2,2,8,5,10,10,3,1,1,9,6,7,5,8,2,0,2,8,1,4,36 to 50,Male,686.6821235659824
4/19/20 7:45,1,3,0,4,10,10,1,5,1,6,2,4,0,9,0,7,1,5,6,10,36 to 50,Female,676.9992550587774
4/19/20 17:56,4,3,5,2,2,3,2,2,1,8,2,8,0,9,10,2,2,2,3,10,36 to 50,Female,656.6133922362222
4/19/20 19:09,3,3,10,5,4,4,6,2,2,9,2,4,3,7,10,1,2,10,3,10,21 to 35,Female,656.6071632130281
4/19/20 19:46,2,3,8,3,8,8,6,3,2,5,2,6,1,8,7,4,2,5,2,5,36 to 50,Male,663.2864993141209
4/20/20 3:56,1,5,2,0,2,3,2,0,2,5,1,5,1,8,0,8,1,1,2,9,51 or more,Male,569.1503332028733
4/20/20 4:03,4,3,10,6,2,3,2,0,1,10,4,6,0,7,7,1,1,7,1,7,21 to 35,Female,648.0025616460713
4/20/20 5:21,2,4,0,4,4,2,3,3,2,6,1,8,5,9,10,3,2,5,4,10,51 or more,Male,640.4477898949341
4/20/20 8:36,3,4,9,10,10,10,8,5,1,5,2,5,10,5,4,10,2,10,1,2,36 to 50,Male,686.2652446074733
4/20/20 10:07,4,2,6,5,7,8,2,4,1,4,2,10,5,7,2,5,2,6,2,5,21 to 35,Female,683.5455042445099
4/20/20 10:36,2,4,0,3,0,5,2,0,1,7,1,4,1,6,10,8,1,5,1,6,51 or more,Male,580.5465496218642
4/20/20 11:17,2,2,6,5,2,8,3,1,1,4,3,2,10,8,2,3,2,2,1,3,36 to 50,Male,645.8044997053012
4/20/20 13:21,4,2,2,10,10,10,6,0,1,6,8,9,5,7,0,1,2,10,7,10,21 to 35,Female,739.5470819602822
4/20/20 13:37,3,5,4,4,1,10,2,5,2,2,2,5,2,8,7,2,2,4,0,2,21 to 35,Male,644.1615443403444
4/20/20 13:49,3,4,10,5,6,10,3,5,1,10,2,8,5,7,0,10,2,10,10,7,36 to 50,Female,724.3920692447798
4/20/20 14:27,1,2,2,5,6,2,4,1,2,8,1,10,7,10,7,5,2,3,10,2,21 to 35,Female,669.3414946058227
4/20/20 18:32,2,5,8,10,2,2,2,1,1,10,2,1,3,8,7,2,2,10,1,10,21 to 35,Female,628.8536544677165
4/20/20 23:12,2,4,5,7,10,7,6,2,1,7,3,5,2,7,4,10,2,5,2,5,36 to 50,Female,660.9678614516092
4/21/20 0:54,2,2,3,4,3,3,1,4,2,6,0,2,0,8,0,0,2,2,0,2,36 to 50,Female,646.2110058976011
4/21/20 1:53,2,2,3,4,3,3,1,4,2,6,0,2,0,8,0,0,2,2,0,2,36 to 50,Female,627.6349138399863
4/21/20 8:11,3,2,10,4,5,5,4,2,1,7,3,7,0,8,0,1,2,3,1,8,21 to 35,Female,668.025814409755
4/21/20 9:43,4,1,8,6,4,2,2,5,2,4,3,4,1,7,0,2,2,3,1,10,36 to 50,Female,660.8139778534058
4/21/20 10:44,2,2,5,3,5,4,7,1,1,9,5,8,5,7,0,3,1,5,2,10,21 to 35,Female,672.9155147139292
4/21/20 11:08,5,4,4,5,10,7,1,0,2,3,0,3,0,6,5,3,2,2,1,7,36 to 50,Female,613.7550172046705
4/21/20 18:08,0,3,7,5,4,7,4,1,1,6,3,3,1,7,4,3,1,3,2,7,21 to 35,Female,621.8400790300709
4/22/20 4:31,4,2,2,4,5,4,3,5,1,4,0,6,3,9,10,1,2,2,3,10,21 to 35,Female,657.4274630365911
4/22/20 5:36,3,3,3,7,3,7,4,3,1,6,3,6,7,8,4,5,2,3,3,3,Less than 20,Female,673.0632975994955
4/22/20 9:25,2,1,5,6,5,5,5,3,2,4,1,10,5,7,0,0,1,5,2,7,21 to 35,Male,673.4090128167893
4/22/20 9:38,5,3,4,2,10,4,10,5,1,10,6,10,5,5,0,0,2,5,3,10,Less than 20,Female,733.3192507280235
4/22/20 11:56,2,3,3,5,7,6,3,3,1,8,3,5,5,6,10,1,2,4,4,1,21 to 35,Male,644.2984127530632
4/22/20 16:02,5,3,4,2,10,4,10,5,1,10,6,10,5,5,0,0,2,5,3,10,Less than 20,Female,725.7583831642418
4/22/20 17:26,1,5,10,2,7,4,2,0,2,5,1,1,0,8,0,6,2,6,2,7,21 to 35,Female,614.0053891672134
4/22/20 23:31,5,3,10,6,8,10,5,5,1,8,8,10,5,7,0,0,2,9,2,10,51 or more,Male,753.8936498842568
4/22/20 23:33,5,3,10,6,8,10,5,5,1,8,8,10,5,7,0,0,2,9,2,10,51 or more,Male,728.703497555481
4/23/20 1:47,1,4,1,6,4,4,3,1,1,2,2,2,1,7,1,2,1,2,1,5,36 to 50,Female,600.4654733927565
4/23/20 4:32,3,3,3,2,5,3,7,4,1,3,5,5,2,6,0,4,2,7,7,7,51 or more,Female,676.6229772205224
4/23/20 5:26,3,1,10,5,5,10,10,2,2,2,2,5,2,7,10,3,2,5,4,10,51 or more,Female,667.7306934656939
4/23/20 9:26,0,0,2,3,3,6,4,2,1,7,1,2,3,7,3,0,2,4,0,6,21 to 35,Male,651.6671686082885
4/23/20 10:06,3,1,3,3,4,7,3,2,1,10,3,10,1,8,0,0,2,10,4,10,21 to 35,Female,718.3811310400955
4/23/20 13:24,2,5,3,5,5,10,4,1,2,7,3,3,1,5,10,1,2,4,1,4,36 to 50,Female,611.1024860631317
4/23/20 16:49,2,3,10,2,5,8,1,5,1,0,0,6,0,5,4,5,1,2,5,0,36 to 50,Female,617.3186083560457
4/23/20 17:02,4,5,6,5,10,10,8,5,2,3,5,10,2,8,0,1,2,10,0,2,51 or more,Female,694.3001213147982
4/23/20 22:37,3,5,10,10,10,10,1,5,2,1,2,9,4,5,10,1,2,5,2,5,51 or more,Female,672.760902250029
4/23/20 22:45,5,3,3,4,3,4,0,0,2,2,0,8,1,7,2,6,2,3,0,4,21 to 35,Male,568.87060932316
4/24/20 1:33,5,3,3,4,3,4,0,0,2,3,0,7,1,7,1,6,2,3,0,2,21 to 35,Male,596.5378715664066
4/24/20 4:13,2,2,2,7,4,6,2,1,2,2,2,6,4,7,1,2,1,7,3,10,36 to 50,Male,638.696666519549
4/24/20 7:43,3,3,3,4,3,5,6,0,2,5,6,6,5,6,4,2,2,6,2,5,36 to 50,Male,613.1413590647614
4/24/20 10:24,5,1,10,6,10,10,10,0,1,7,8,5,1,7,0,1,2,5,3,10,21 to 35,Female,743.0115278486752
4/24/20 12:34,5,3,2,9,3,10,1,1,1,2,3,2,0,7,5,3,2,3,0,3,51 or more,Female,633.2684731733189
4/24/20 12:42,5,3,3,6,10,10,8,3,1,5,5,10,3,6,10,6,1,7,4,7,36 to 50,Male,676.7555111391699
4/24/20 12:43,5,3,2,10,4,10,3,2,1,1,3,2,1,7,5,2,2,2,0,3,51 or more,Female,654.0164841200849
4/24/20 12:43,5,3,3,6,10,10,8,3,1,5,5,10,3,6,10,6,1,7,4,7,36 to 50,Male,674.9227892222103
4/24/20 14:29,2,4,4,4,10,10,10,5,2,8,4,4,10,8,0,4,2,10,5,6,21 to 35,Female,709.9734210009233
4/24/20 15:54,2,2,4,6,4,3,2,3,2,5,3,9,5,9,1,2,1,3,3,2,21 to 35,Female,645.0121661637864
4/24/20 15:59,3,2,3,4,6,4,4,5,2,5,4,6,5,6,10,1,2,7,5,3,36 to 50,Female,653.5978931001873
4/24/20 15:59,2,1,2,4,4,4,2,2,1,7,3,9,4,8,2,3,1,1,3,2,21 to 35,Female,652.7247969693861
4/24/20 16:07,5,4,4,8,10,5,2,5,2,8,5,3,10,8,0,3,2,10,4,4,36 to 50,Male,698.2481838154648
4/24/20 16:27,1,4,0,3,3,1,5,0,1,6,10,1,10,6,0,0,1,3,10,5,51 or more,Male,631.7037820930324
4/24/20 16:38,3,3,6,10,10,10,5,4,2,6,6,8,5,6,0,1,2,7,8,10,51 or more,Female,738.0294857229721
4/24/20 16:56,3,1,1,10,5,10,3,2,2,8,2,10,5,7,0,0,2,10,0,10,36 to 50,Female,702.259973184129
4/24/20 17:10,4,2,10,5,6,5,10,5,1,9,3,5,10,9,10,2,2,10,6,6,21 to 35,Female,747.3639714965681
4/24/20 22:05,1,1,10,3,5,4,3,2,2,8,2,6,10,8,3,10,2,4,2,10,Less than 20,Female,661.732965703897
4/24/20 22:10,2,2,2,5,3,3,3,5,2,6,2,6,5,7,0,2,2,5,2,5,36 to 50,Female,653.2535821037009
4/25/20 0:57,1,4,0,2,2,5,2,1,1,2,2,5,0,7,10,1,2,2,2,10,21 to 35,Male,599.3672952874365
4/25/20 1:03,1,4,0,2,0,5,2,0,1,2,2,5,0,7,10,5,2,2,2,10,21 to 35,Male,565.1448347234685
4/25/20 2:43,3,5,0,10,5,10,10,1,2,6,0,3,5,5,5,0,1,10,2,0,21 to 35,Female,634.7936190947147
4/25/20 5:00,1,4,3,3,10,5,5,5,1,4,5,9,0,8,7,7,2,5,3,7,21 to 35,Female,666.6818156372578
4/25/20 5:52,3,4,10,4,3,4,2,1,1,5,1,7,0,8,0,3,1,2,1,4,21 to 35,Female,626.6111264026125
4/25/20 9:00,2,2,1,3,2,3,1,2,1,5,0,6,0,7,8,3,2,0,1,2,21 to 35,Male,588.8574008538325
4/25/20 9:51,5,2,10,10,10,8,4,5,2,7,3,10,8,7,0,3,2,5,5,8,51 or more,Female,704.5298462028716
4/25/20 10:26,1,5,0,4,1,2,0,1,2,0,1,1,0,8,10,2,1,9,4,4,51 or more,Male,561.4313572882996
4/25/20 10:30,3,3,5,6,4,5,0,4,2,5,5,3,3,8,0,3,2,4,2,7,51 or more,Female,617.8752370345828
4/25/20 13:15,4,2,1,5,3,6,4,1,2,5,4,2,5,6,0,5,1,3,5,4,21 to 35,Female,641.74834727163
4/25/20 14:53,3,3,5,4,3,3,0,2,2,9,3,9,3,8,0,0,2,3,1,4,51 or more,Female,640.4325087331422
4/25/20 15:25,1,3,3,2,1,7,1,0,1,4,6,3,0,8,2,0,1,3,2,10,21 to 35,Male,611.0917310070843
4/25/20 17:16,3,5,10,10,6,10,10,4,1,4,2,10,0,7,0,5,2,8,4,5,36 to 50,Female,709.8061883642846
4/25/20 18:00,3,2,6,8,9,6,4,2,2,6,6,3,3,7,3,2,2,8,7,7,51 or more,Female,698.9079504340089
4/26/20 2:40,5,3,10,4,5,10,1,5,2,7,10,10,10,8,0,2,1,5,4,10,21 to 35,Female,711.5663604936468
4/26/20 10:12,3,3,0,7,10,7,3,2,1,9,4,4,4,10,0,4,2,4,4,6,Less than 20,Female,682.0336766494883
4/26/20 11:00,1,2,5,5,4,10,2,5,1,7,4,6,5,7,5,1,2,10,1,10,51 or more,Female,696.4563147271779
4/26/20 12:21,5,4,2,3,6,3,5,2,2,6,2,1,2,7,6,0,2,10,4,8,21 to 35,Male,648.4078877893007
4/26/20 12:28,5,4,6,3,3,2,7,2,2,4,5,1,2,7,8,0,2,9,5,8,21 to 35,Male,652.021203875602
4/26/20 13:53,5,2,0,1,6,1,2,3,1,8,6,2,3,7,10,7,1,7,6,6,21 to 35,Female,632.1175275846456
4/26/20 14:27,2,4,4,2,6,5,3,3,2,4,2,2,2,4,5,4,2,6,2,5,21 to 35,Male,599.101909550802
4/26/20 15:32,5,1,10,3,10,2,10,2,1,8,2,8,5,7,5,3,2,10,2,10,51 or more,Female,721.3197331432445
4/26/20 17:48,3,5,10,7,10,4,10,5,2,5,6,10,10,4,10,10,1,10,5,7,21 to 35,Female,670.6908699299138
4/26/20 20:52,3,5,10,2,2,5,1,5,2,7,2,7,0,5,5,1,2,5,2,2,51 or more,Male,600.4477382851203
4/26/20 22:32,2,3,2,7,10,1,5,5,2,5,3,6,10,6,0,1,2,10,2,10,36 to 50,Female,688.8658032204294
4/26/20 23:25,2,4,3,5,7,10,3,5,2,8,3,5,3,6,0,1,2,10,2,4,36 to 50,Female,673.5049976891324
4/26/20 23:31,2,3,3,7,7,10,2,5,2,8,2,4,3,6,0,1,2,10,2,5,36 to 50,Female,672.7964728228424
4/27/20 6:05,5,4,10,3,4,2,5,5,2,4,6,8,5,8,0,2,2,5,1,7,36 to 50,Female,686.889236830256
4/27/20 6:34,1,5,5,1,0,2,2,4,1,0,1,2,0,6,0,1,2,2,1,0,36 to 50,Female,609.3596974607298
4/27/20 6:49,2,3,2,3,5,4,8,1,2,7,1,3,5,6,7,1,2,5,1,5,36 to 50,Female,624.1999677993168
4/27/20 7:05,4,4,8,4,5,10,2,0,2,2,3,6,1,6,6,2,2,4,3,3,21 to 35,Female,620.1474954729217
4/27/20 7:14,5,2,10,10,10,4,3,5,1,8,4,10,6,7,0,0,2,10,1,10,51 or more,Male,777.365557625125
4/27/20 7:47,1,2,4,6,5,1,3,4,2,3,1,2,0,5,1,1,2,6,0,4,21 to 35,Female,613.1710475984498
4/27/20 8:01,3,5,1,3,7,0,4,0,1,3,1,4,0,6,10,0,1,9,2,4,36 to 50,Female,606.60566717515
4/27/20 9:16,5,2,5,5,5,10,4,2,2,8,4,2,5,7,0,3,2,10,2,8,51 or more,Female,683.8919957509555
4/27/20 9:24,2,4,2,6,2,5,4,5,2,5,2,8,4,7,0,8,2,7,1,6,21 to 35,Female,623.8574137791003
4/27/20 9:31,3,2,10,7,7,6,9,3,2,4,6,7,3,4,10,2,2,9,4,10,51 or more,Female,740.5128823743338
4/27/20 10:03,0,3,5,6,3,3,2,4,2,7,7,4,10,8,0,0,2,7,3,6,51 or more,Male,666.4018574305965
4/27/20 11:19,4,2,8,7,8,7,7,4,2,8,5,6,6,8,10,2,2,6,6,8,51 or more,Female,701.1238041595835
4/27/20 12:33,0,1,7,7,10,10,1,5,2,2,7,1,10,4,0,1,2,10,2,2,51 or more,Female,687.7715720005447
4/27/20 12:33,5,1,10,10,5,10,5,3,1,9,6,10,3,9,0,3,2,10,4,10,21 to 35,Female,755.1191466985721
4/27/20 12:43,5,1,10,10,5,10,5,3,1,10,6,10,3,9,0,4,2,10,4,8,21 to 35,Female,753.2720182177214
4/27/20 13:30,3,2,8,6,5,6,7,1,2,10,9,9,2,7,0,1,2,3,4,7,36 to 50,Female,696.5187387788138
4/27/20 13:46,1,3,4,4,6,2,8,0,2,3,1,8,1,7,0,6,2,6,1,5,21 to 35,Female,624.7842841743992
4/27/20 13:46,2,4,1,5,5,6,2,5,1,5,1,5,0,7,0,10,2,7,0,2,36 to 50,Female,646.4961668629878
4/27/20 13:51,1,3,4,10,4,10,3,1,2,4,4,2,2,8,0,5,2,10,0,4,36 to 50,Female,606.1894663136528
4/27/20 13:54,1,4,1,6,6,10,1,2,1,3,5,3,1,6,0,4,2,10,1,2,36 to 50,Female,671.6262973184638
4/27/20 14:07,2,3,4,3,2,2,5,0,1,9,3,2,2,8,0,3,2,8,1,2,21 to 35,Female,657.3645090969706
4/27/20 14:10,3,3,3,10,6,7,4,3,2,6,4,8,5,6,0,2,2,7,5,3,36 to 50,Female,694.3744109663921
4/27/20 14:14,3,4,6,5,6,7,7,5,2,8,4,8,5,5,0,3,2,10,1,4,51 or more,Female,675.3645898385423
4/27/20 14:50,5,1,5,6,3,6,4,1,1,8,3,6,6,8,0,1,2,5,2,5,21 to 35,Male,695.5551211450789
4/27/20 15:19,3,3,7,5,5,5,5,5,1,5,6,10,5,7,0,10,2,6,1,5,21 to 35,Female,687.237284332248
4/27/20 15:55,1,2,4,5,5,5,5,2,2,10,2,7,1,6,0,2,2,5,2,5,36 to 50,Female,651.4894376243553
4/27/20 17:29,1,5,2,10,8,4,1,0,2,2,0,1,3,5,1,10,2,7,4,1,21 to 35,Female,597.6739962296273
4/27/20 18:30,5,3,5,2,5,2,1,5,2,1,0,5,1,5,0,0,1,5,1,10,36 to 50,Female,638.6688115234402
4/27/20 19:12,2,1,3,3,2,7,4,1,1,8,3,10,10,7,10,0,2,10,2,7,21 to 35,Male,684.2993905174948
4/27/20 21:58,1,0,5,6,7,7,0,0,1,2,0,5,0,6,0,0,1,0,7,10,Less than 20,Male,642.2554091031701
4/27/20 22:02,1,0,5,6,8,7,0,0,1,3,0,5,0,6,0,0,1,0,8,10,Less than 20,Male,644.6542733644685
4/28/20 0:21,3,1,3,3,0,5,0,1,2,0,3,2,0,8,6,3,1,0,2,7,21 to 35,Male,575.4083941625972
4/28/20 1:13,4,1,10,10,10,10,2,2,1,7,1,3,3,8,0,1,2,5,6,3,51 or more,Female,714.5196778457538
4/28/20 5:05,1,1,4,9,8,7,6,4,1,4,4,5,2,8,3,4,1,9,3,7,21 to 35,Female,675.2187074615565
4/28/20 5:07,3,5,1,10,1,8,4,3,2,4,10,7,10,7,10,5,1,3,3,3,36 to 50,Male,629.3123833396384
4/28/20 5:22,3,5,1,5,8,10,2,2,2,9,6,8,5,7,10,0,1,3,7,4,51 or more,Female,639.4197295264564
4/28/20 6:17,5,3,1,2,1,2,3,2,1,2,3,8,1,7,10,2,1,7,0,7,36 to 50,Male,615.8261346297862
4/28/20 6:17,1,3,5,8,5,6,8,4,1,5,4,8,6,5,6,3,1,4,5,7,36 to 50,Female,664.7857398645388
4/28/20 8:49,2,1,0,5,3,6,2,0,1,10,1,7,10,9,1,1,2,3,2,4,Less than 20,Female,668.4454054237411
4/28/20 10:18,2,3,1,6,2,10,4,3,2,7,6,8,1,6,0,3,2,2,7,8,21 to 35,Female,669.7993395203218
4/28/20 11:02,4,5,6,6,9,4,5,3,2,4,7,3,4,7,6,3,1,6,3,9,51 or more,Female,656.8449272424523
4/28/20 11:16,3,5,1,4,6,10,4,1,2,6,2,3,2,7,8,5,1,4,1,5,51 or more,Female,601.358406769833
4/28/20 11:24,5,2,6,10,2,10,5,3,1,7,3,10,10,8,0,3,1,10,3,7,21 to 35,Female,703.7884193001283
4/28/20 12:07,4,2,10,10,5,10,2,2,2,9,3,10,5,8,0,0,2,10,1,5,36 to 50,Female,709.6731999169889
4/28/20 12:33,4,4,1,5,4,4,3,2,1,7,2,6,1,7,0,2,2,10,1,3,21 to 35,Female,657.8789900297772
4/28/20 17:02,5,2,5,10,5,5,2,3,1,5,2,4,10,8,0,3,2,6,1,5,21 to 35,Female,719.0710507945666
4/28/20 19:40,5,4,10,5,5,10,5,5,2,4,4,9,6,6,0,1,2,5,1,5,51 or more,Male,702.8820705803593
4/29/20 6:56,2,2,0,10,8,10,2,5,2,5,4,2,1,6,0,3,1,10,1,10,36 to 50,Female,653.9568274018297
4/29/20 8:16,4,2,4,10,6,8,7,5,2,7,7,10,5,7,2,1,2,8,7,10,51 or more,Male,747.2335662032635
4/29/20 9:54,3,4,2,10,10,10,7,3,1,7,4,5,2,6,8,3,2,7,7,4,21 to 35,Female,704.7894388387272
4/29/20 14:56,3,1,2,3,4,5,5,1,1,5,2,4,0,7,2,1,1,3,2,5,36 to 50,Female,640.3479692049227
4/29/20 15:27,3,1,3,3,8,7,5,2,1,5,2,7,0,8,0,1,2,10,6,3,21 to 35,Male,690.0297819552895
4/29/20 17:13,5,2,3,5,7,7,1,0,1,7,3,8,5,8,10,0,2,5,0,10,36 to 50,Female,674.0381663283022
4/29/20 19:31,1,1,9,3,3,2,2,0,1,8,2,4,10,7,2,2,2,8,4,7,21 to 35,Male,648.0373115139308
4/29/20 22:24,1,3,2,3,3,8,1,3,2,6,1,4,0,5,4,2,1,4,2,2,21 to 35,Female,602.0725754763122
4/30/20 11:05,2,2,3,5,5,5,2,5,1,8,1,10,10,7,1,3,2,10,1,7,21 to 35,Male,680.884297815491
4/30/20 14:29,5,0,7,8,3,10,2,1,1,9,3,5,10,7,0,0,1,4,6,10,Less than 20,Male,704.8079815770805
4/30/20 14:36,5,0,10,8,3,10,2,2,1,9,3,5,10,7,0,0,1,2,3,10,Less than 20,Male,709.8226896571248
4/30/20 15:50,1,2,2,5,3,10,7,5,2,4,4,1,5,8,5,3,1,10,3,2,36 to 50,Male,641.8666924515135
4/30/20 22:44,3,1,10,10,10,10,4,3,2,8,4,10,5,8,0,1,2,10,10,10,21 to 35,Female,749.5523349429907
5/1/20 4:07,5,2,4,5,6,4,2,4,2,8,2,10,3,7,7,3,2,7,2,7,36 to 50,Female,671.3538999144864
5/1/20 5:27,2,4,2,5,5,10,10,5,2,5,4,4,0,6,0,7,2,2,2,7,21 to 35,Male,661.3060423846713
5/1/20 6:04,1,4,7,6,8,10,0,2,1,3,3,6,5,7,10,3,1,2,0,2,51 or more,Female,620.9160204774952
5/1/20 6:25,5,0,10,10,10,10,10,5,2,10,10,10,10,10,0,10,2,10,10,10,36 to 50,Male,797.14096297769
